score,comment
10,I have no idea why people find this slow or tiring. These people are really giving me the impression that they're huge fans of transformers. Oscar Isaac nails the mannerisms of a socially awkward gift shop worker who suffers with DID and the slow burn mystery really works here with an enticing but on the nose soundtrack and Ethan Hawke's character already feels like a compelling villain.
10,Love the Background music and cinematography. Huge shutout to the director. And Don't mind the 1 star rating. They are just trying to defame the show.
6,"I know the character Oscar plays has multiple personalities, obviously spent time on dialect of Steven, just the accent is awful. In this time when actors spend time crafting accents and dialects, apart from that interesting to see if the story telling will get better needed tobe a longer first episode to held with the disassociated personas and story."
4,"From the first episode, I was completely underwhelmed. Dull and devoid of any plot. The CGI was even much more disappointing. It was definitely a waste of time for me."
10,"This is something different than the other marvel shows to date, and we love it. The Mcu is going in a great new direction, moon knight, werewolves, blade, vampires, and marvel zombies, and I love watching it unfold!"
1,Marvel your movies and shows are getting worse and worse or I'm getting older. I watched the first episode without high expectations and was disappointed anyway. The CGI is also getting worse and worse in your movies and shows. The CGI of The New Mutants should be the new standard of your movies and shows.
10,"What an opening episode! Gripped from the first minute, and loved the tone it took. Oscar Isaac's performance was incredible, can't wait to see how the rest will pan out."
10,"This show has been incredibly unique so far, and brave enough to take on centuries-old human rights issues. You'd be doing yourself and the creators, actors, writers and staff a serious injustice by skipping it on the words of the mainstream review rags."
9,"I liked the show while I didn't know anything about the character Moon Knight. That is because I liked the directing of the show especially the transitions, new action scenes, and the suspense built. Mohamed Diab, as an Egyptian himself, did a great job with showing the true cultural aspects of Egypt as the Egyptian songs which were played in the background. These cultural aspects were not captured in any movie or series produced from Hollywood. I also liked the reflection of Cairo opposite London in the introduction credits. I also liked the music written by Egyptian composer Hisham Nazih who is one of the most known and talented Egyptian musician and I wish for him obtaining awards on this music. My favorite characters in the MCU were Iron man and Spider-Man, but I think I will add Moon Knight to them."
10,"Great show, fascinating start. Can't wait to see where this goes next. Incredible cast and directing! Glad to see the depth of both historical and comic book history, the tiny details to readers of the comics, and the tonal shifts throughout. Mystery, adventure, humor, and heart."
10,Just finished episode 1. The Show is very interesting and I love it and I love the characters I think the show grabs your attention immediately and makes you question many things. I can't wait to see more!
10,"Multi-layered characters. Visual imagery. Different tone to previous MCU projects (movies and TV. Disney+ and Netflix). Horror influence. Narrative thematics. Action sequences and the acting alone raises the bar even by Marvel Studios' standards...

MOON KNIGHT feels different to ANYTHING offered in the MCU to date including Iron Man 1, Capt America: Winter Soldier, Netflix Daredevil and WandaVision... opening the gateway to a whole new dimension of its already deeply accomplished cinematic universe.

EMBRACE THE CHAOS!"
10,"This is a really really awesome start of a series, a lot of confusion in the beginning but in the end everything makes sense and it's incredibly well put together. Visuals, as always with Disney, are absolutely stunning.

I cannot believe some reviews are that harsh."
10,"Can't wait for the next episodes. Fantastic acting by Oscar Isaac. Seems perfect for the role. The perfect mix of humor and action, I can see it getting better and better as the season progresses."
1,"Couldn't watch anymore that 15mins ... utter garbage!

It's just terrible, another marvel/Disney spin off junk trying money maker, I couldn't gel with Oscar playing the main character, this accent is terrible and i had to switch off!"
10,"Love Moon Knight. It's been one of my favorite comics for years. Oscar Isaac's portrayal is nothing less than perfect. Love the series, can't wait until Wednesday so I can see the next episode."
10,"I loved every moment of the show! I didn't know anything about it before I started watching and I was enteanced from the beginning.

I can't wait for the next episode."
10,Love the classic horror elements as well as the more accurate representation of mental illness that is rarely seen in the film and video game industry! Also a massive fan of ancient Egypt and it is really awesome to see the more mystical elements of their culture show up in the mcu finally!
10,Totally out of my expectations. Full of surprises. The acting of Oscar is amazing and splendid. Also the moment when he backwards grabbing the scarab really makes me laugh.
10,"I've been waiting for this since Daredevil first hit the Netflix screens years ago.

This is a very exciting series, living up to all the wild ideas of the comics character. Give it a shot."
2,"Boring. Atmosphere and concept copied from DC.

Oscar Isaac is not suitable for this role. His acting is bad The quality of the series is below Marvel standards.

Sadly I have to give it a low rating Waste of time."
10,"Satisfying experience, very good and great cgi I like it, easy to understand plot even though there are still many puzzles.this is very good, especially in a month like this for those who feel bored, this is suitable for watching, I am very happy."
10,Why is everyone on the reviews so full of it?? Like chill you haven't even seen half of it! Im only reviewing the pilot. Which is one of the most interstin g i've seen.
10,"Only in 1 episode it nailed, dying to watch all episodes. Never seen something like this in a series. I like it's Music & background score, just fantastic fits in every scene."
9,The CGI could be improved but the first episode was phenomenal and the acting was unreal for people who are really into mind boggling movie/series I recommend to watch MoonKnight.
10,"I'm very excited for this series! I know nothing about Moonknight but so far it's been a very exciting ride and great television! The acting was great and it had the perfect mix of action, comedy, and horror. Keep it coming!"
10,Always have been a marvel fan. Everything they put out has been amazing. Watched the first episode and i'm already hooked. Can't wait for the next episode.
10,"Great Egyptian Music by Egyptian Singer Najat has been used in Episode 1 , beside the amazing performance of Oscar Isaac and Ethan Hawke , also the action scenes are so attractive . The story is astonishing and the best of it is to clarify the right face of Egypt and Ancient Egyptian Civilization away of Afrocentric lies , can't wait to see the rest of episodes ."
10,"I really liked the 1st episode and thinks it sets up great for subsequent episodes. Oscar Isaac's performance was spectacular. The show motivated me to do some digging on the comic character of moon knight.

Hopefully after this successful season, we'll get at least one more season!"
10,"My Daughter & I love complicated Mental Comic Heroes, especially when the storyline gives thought to real life past present & future, like Deadpool without the excessive Ryan Reynolds humor (which becomes distracting).

Oscar Isaac is great. Please keep going."
8,"Enjoyed the story and the action so much. Oscar Issac is great as well, it's cool to see a series that finally references the Egyptian pantheon. It's totally worth a watch."
8,"I just watched 1st episode of #Moon_Knight, In the first episode of the series, we have been shown that #Steven, who is a common man working in a museum, but what happens to him is not normal at all.

In the beginning itself, Makers develop a good bond with the main character of the series, which is a very good thing.

In some scenes, the use of a green screen is visible, the CG characters do not look as we expect from a #MarvelStudios series."
10,"As an Egyptian this work encapsulates the essence of the country just by listening to the soundtracks from the old classical music to the ""sha3by"" which represents part of the present music, all of this while also being true to the comics as needed... can't wait to see the rest which will be in Egypt."
10,10 on 10 for me. Oscar isaac is lit ??. Though i know liking is subjective but seeing the rough thrashing here i wonder whether this reviewers are from rival companies.
5,"Not so bad, but not so good also. Oscar Isaac is awesome but nothing notable happens here. I think we need more explanations to say more precisely, but this first episode is confusing."
1,The plot was weird and incoherent. Hopefully the next episode will bring it all together. I'm reserving jugement fort two or three more episodes. It could develop into something interesting.
9,"People are giving too much hate for the first episode?? I found it really good. Oscar Isac is amazing in the rule, so much details,easter eggs and Mohamed Diab put an amazing egyptian touch in it and i loved it. Hope the series gets better and better, so far the best opening episode for any mcu series for now."
10,"A really good show, not just in marvel shows. It depicts the story in an interesting way which makes you question whether or not what you are watching is true to the story or just Steven's dreams. People review bombing it over a throwaway line of dialogue can suck my PP."
10,"Great start for me, I love every bit of it. The costumes, the Egyptian gods and historical references are tools the audience should fancy. Still haven't decided who my favorite character is though, might end up been Ethan Hawke's Arthur ;). I think the MCU phase 4 is taking shape beautifully, so yea, definitely screen-worthy! Marvel always has beautiful cinematography??."
10,"This was amazing..........

i have just finished the first episode,

The Best Tv Mini Series i have ever seen, I guess 'Oscar Isaac' born to play this role."
10,"What the Movie?????? i'm Freaking Out 1st episode was incredible. I can't wait 2nd Episode. BTW Oscar Isaac One of the Best Actor in the world. He's Emotions and his British accent and Whole episode is Burning. We can't find This Kind Of Series from DC????. I rated 10/10 Dang Whatta Movie Thank You Marvel, Thank You Disney. We can't wait next Episodes."
10,"Great series. Oscar Isaac is an amazing actor and I hope this series has a long run. A huge step forward for Disney plus. Great acting, great plot, great writing and cinematography. Can't wait to see what comes next."
8,"It was a good start! I'm watching from social media but I really like it! It's good you can watch you will enjoy!

The main actor could be better cause sometimes, He's no develop more confidence.

In general its good!"
10,"I remember reading comic books about Moon knight and loving the character, when I saw fight club, and Split and Me Myself, and Irene, I thought that if they do something something like this for the character form the comics I would be satisfied, but they do something a little be different that I find more intriguing, suffices to say I love this show already and I can't wait to see what they have in store."
9,Episode was smooth having horror vibes with comedic touch. Oscar's acting was Legit for some parts .I think the next episode needs to reveal the Character even more further.
10,I believe Moon Knight will be a great darker side of Marvel. I wish there was more Moon Knight costume and blood in the show. I was able to watch this with my children which was a plus. This show doesn't connect directly with the Universe at the moment but I can see a bridge with X-men soon.
10,"Great start to the show, can't wait to see where it goes. Moon Knight will be a great addition to the Marvel universe. Acting was great and it has a different feel than the other marvel shows we've seen."
10,"As a regular people I really like Moonkhinght first episode the plot, the CGI and Oscar isaac are amazing!! Can't wait for another episode. Great Show Marvel."
10,This series not miss you too much watch. Outstanding this series one of the best series in MCU Moon Knight is not copy batman Moon Knight is feature brand new world ??
10,"Loved the first episode. The transition between Steven and Marc were amazin, they always left a mystery. The first episode was the best introduction to the plot in any series ever. I think this will be the best Marvel production ever, even better than Avengers Endgame and Spider-man No Way Home."
10,"The only negative thing I can say about this new show is that I can't binge watch the episodes... I CAN'T WAIT FOR THE NEXT EPISODE!!

Oscar Isaac is a STELLAR actor and I love seeing him in all of his most recent projects movies/shows etc. That are available on multiple streaming channels. He's been around for so long and I love that he is evolving into such an amazing actor . I especially love the fact that he is never type casted . You can't tell his ethnicity, which I find to be something that helps any actors' career . It keeps your options open . And he definitely proves that on screen . I give MOONKNIGHT ??? ???????? Two THUMBS UP another awesome project under Oscar Isaac's belt ."
10,I felt like this show got off to a great start and I was sitting at like an 8-9/10 but then when they mentioned the Armenian Genocide and pissed off a bunch of history-denying idiots it boosted it to a 10/10.
10,"Mind Blowing Series The Action, Story, Realistic Amazing And Mind Blowing Series

The Actor.... His Acting Such a Genius

I'll Really Love It Thank You Marvel Comics ......"
10,"Ignore the negative reviews from those triggered over a reference to the Armenian genocide, which did happen and was a war crime. Do yourself a favor and watch this show!"
10,Great first episode! This episode left me wanting so much more. Cant wait to see the rest. The soundtrack is great also. Oscar Isaac is doing an amazing job with this role. Ethan Hawke looks scary.
10,One of the Best from Marvel till now. Love the work of Marc Spector and all the characters. The Comics and the characters in the series are really awesome.
10,"A different and mysterious start to an MCU series, amazing! Oscar Isaac is brilliant in the role, Ethan Hawke has the potential to be a villain that even the viewer respects and fears him, which in my opinion, the other shows on D+ have failed to deliver."
10,"Unlike any other Marvel series. Well written, acted and directed. Oscar Isaac is terrific as Marvel's foremost MPD hero. You don't need to be at all familiar with him to thoroughly enjoy it."
10,"The first episode of 'Moon Knight' was released on Wednesday, and I think from having seen it that it is pure masterpiece, CGI level it was incredible more the story Is so faithful to the comic itself which makes it more enjoyable to watch."
10,This is amazing The transaction of Stephen Grant to Mark Spector (MOON KNIGHT) is awesome and the darkness of the movie reminds me DAREDEVIL. And i think this is the best Pg-13 MARVEL series ever..
9,Moon knight so dark but I expect is unbelievable.oscar Isaac amazing acting. I wait for 2nd episode. In episode curious and the final the moon knight appear.
10,I just finished watching the episode and wow! The best first episode of a marvel show imo. Marvel aced this one in my book. Can't wait to watch the rest. Cheers.
10,Interesting story line and very well performed looking forward to see more. Bravo Oscar Isaac is real good. Everytime I watch something from marvel always thought this is best one so far but they always surprise with another brilliant superhero Moonknight is definitely going to super hit must watch. Find it really interesting to see another culture represented in Marvel Universe thats way they are best.
10,"It's a great show And at the begging I like how we start we the perspective of Steven very good love Oscar Oscar. His acting is amazing.it so far better than any other Disney plus show so far, I hope it continues to be this great.hope more character like mid knight interact with Moonknight soon."
10,Very cool the best marvel show in my opinion yes it is better than daredevi and punisher it not as dark as but very good shown and some pepole say it is bad not as dark as they expected but this is show is dark again not as dark as punisher or daredevil but it is darken than anything that come out in mcu.
10,"From a huge 2015 Daredevil fan here, this show was very similar to the feelings had there. Very good, amazing cinema all around. Shots were perfect and dialogue amazing. So well done."
8,"I'm reserving judgment on Moon Knight until I see more of the season. But wow, it is just such a relief to watch a Marvel show that isn't spending at least 30% of its time making references and seeding connections to other parts of franchise."
10,This is by far the greatest first episode of a Disney Plus Marvel Show we have seen. The way the chronological order weaves in and out of time is incredible and the cinematography is outstanding. The director and writes for this show are top notch and you can tell. Steven is such a lovable character with actual funny humor unlike other Marvel shows. I can't wait to see the next 5 episodes!
9,Loved this episode and am excited with the direction in which it's going. Isaac's performance was strong and it will be interesting to see how the rest of the series plays out. The vibe felt a lot different than all the other marvel series' so far - which was good to see!
9,"Wonderful show catches the comics, in real life . Some differences but it's bringing my childhood to life. It's a bit confusing for some watchers but hang in there it's got a lot to come."
10,Best pilot episode for Disney plus show.. Engaging screenplay.. Background scores are awesome...oscar nailed his performance by playing different personality characters.
1,This has to be the most boring and dumb Marvel series ever. Didn't keep me interested. I wouldn't recommend this to anybody. Different casting and a better storylines would probably fix it. They should try to do longer episodes or release at least two episodes. The way the guy keeps blacking out and we don't even see what's happening is the most dumbest thing. Sorry! You lost a viewer and I would be returning. The way it's set it London and can't understand a word from those accents...
3,"Oscar Isaac may be the worst actor ever. I dont know what they were thinking when they chose him. Overall quality is also just terrible. It is like the worst director and worst leading cast magically found each other.

It was like a torture to watch this. Dialogues were lame and stupid, narrative was like a 7 year old wrote it.

I need to clean my eyes and my ears with bleach. I know things have been going bad in this sector but I didnt expect such a major screw up."
1,"Worst Marvel cinematic creation ever. I was waiting for this for so long and it's very disappointing. I can understand why this couldn't be a movie and just tv series. Imagine worst marvel movie ever, now multiply it buy 100. Not interesting, not cinematically impressing ... just nothing. As i said go wash your washing machine it's much better."
2,"Waste of time. My time is precious for this serial. There's no need. There are much better movies.you watched them. The script of the series is made up, not original, boring."
9,"I must say that I get the impression that many people just want to not be impressed. That doesnt make them smart. They are so quick to say that something is bad. But their reviews are the ones that are often bad - lazy and short, no insights at all. Why should I care that someone I dont know said just that they dont like something?

So I will try to be useful. First of all, I liked this show a lot hahaha.

English accent is so bad that it was funny to me. It sounded kinda correct and totally wrong at the same time. It is forgivable because this is basically a cartoon, not Bergman. But apart from that, this was super fun first episode. I dont like superhero shows normally (though I watch them all), but this one seemed intelligent, maybe a little clumsy, but the thing that I liked the most was that I was surprised by the fact that I wasnt annoyed at all by the way this show plays with viewers curiosity. Most of the time the sense of mystery in any show is so badly coordinated that it becomes frustrating (I mean LOST, what a insult) but not here. Not for now. We will see, this could be just super."
3,"I really got bored watching it. Normally, I get excited about watching superhero movies. But I was really bored with this movie. I'm glad it's at least separate from the mcu universe."
10,Can't wait for the next episode! Great start to what seems to be an amazing show. Oscar Isaac seems perfect for the role and I can't wait for more in depth fight scenes.
10,Main actor is great! Love the actor who plays Steven! I only watched episode 1 so far and can't get enough! Can't wait for more! I don't know much about the character from comics but the show did a great job at explaining it to new people.
2,"What a waste... below average, quite a disappointment. Also, conflicting statements. I don't go and watch something to witness your political games. Marginalizing a certain group of people, putting them on the target, these aren't nice things.

""Who controls the past controls the future: who controls the present controls the past""

It's like a pathetic attempt of ego masturbation. Did it even succeed? I don't think so."
10,"Amazing start to an incredibly different feeling Marvel project. Equipped with the classic MCU charm and wit, this project isn't too fearful to step into the supernatural world of horror with the use of clever camera techniques. Some people have complained about the main characters accent, and that's a quite silly criticism since captions are available. He's really not that hard to understand. Overall, this show will be incredibly captivating for any fans of Egyptian mythology, fans of horror, any interested in DID or other mental health afflictions, or anyone just dying for a Moon Knight story. This one is the show for you."
10,"Fascinating, fun, crazy.

First episode starts with a bang and really steeps us into this world of mystery and action.

I've always loved Moon Knight as a Marvel character but this show takes him to new heights. Love love love."
9,Oscar Issac is a great Steven grant/Marc Spector. This is our first MCU appearance of Moon Knight and he makes you feel really bad for him great acting with the Split personality.
10,"The Armenian Genocide happened. Those people review bombing are awful. I hope this leads to MORE people learning about the horrific Armenian Genocide. I encourage everyone to educate themselves about this terrible, historic and true event.

Moon Knight is a great show. Love it. Only the first episode out so far, but probably the best first episode out of all the marvel shows? At least in my opinion. It's darker and feels more horror-esq than everything else in the MCU. Oscar Isaac is awesome. 10/10."
10,"Don't listen to these other people review bombing this show, this show is amazing and has more to offer. These people review bombing are the same people that wants a bright and happy show like every other MCU show, they are mad this is different."
10,"As a fan of the comics I always wondered how we would see moon knight cross over to the screen and honestly I'm incredibly impressed. Oscar was the perfect choice and brings a unique innocence to Steven and I can't wait to see the longer action sequences he has as Marc. The show does an amazing job on highlighting the loss of control and confusion between Steve and his DID counterparts. And the added message about mental health support at the end of the episode was a nice touch on disneys part.

The cinematography is amazing, the humour is the perfect amount and I can see this show only getting better. My only qualm was that one episode wasn't enough to quench our thirst. We really went on a journey with this episode and I hope we know what happened to gus soon!"
10,"Great to see Marvel going in a different direction for this show compared to the others. As the MCU continues to grow, variety is what keeps things fresh."
9,"The first episode was so trippy, and full of surprises.

I'm an old Moon knight reader and even with the changes on the character I enjoy the ep so much I'm looking for the next episode."
10,I don't know much about Moon Knight other then what my boyfriend has taught me about this character. I love how they are showing how someone with D. I. D can forget what they have done. I can't wait to see what they do with this character.
10,"Having watched all Marvel products this origin story was very intriguing. So far Wandavision and Loki have both been top rated. The potential in moon knight is clear, in both story telling and action.

Having the story half told and potentially swerves to come I can't wait to see the progression of this."
10,Don't listen to negative haters the show was great and I'm sure it's only going to get better. When the character emerges I stood up and cheered and I'm a lifelong moonknight fan for 40 years.
8,Not a genre/subgenre that typically interests me but I have some old Marvel nostalgia that brings me back once in a while. This is really well done from the writing to the atmosphere of the setting and way the story is being portrayed. Pretty neat and unexpected.
10,"Probably the best first episode from a marvel tv show. It's mysterious, funny, and the action is great. Episode 1 is a definite 9/10 on IMDb scale. Review bombers are ruining the score however because of a mention of the Armenian genocide, which is really lame of them.

Excited for more Oscar Isaac!"
9,"I loved the first episode. I like rage character development and how it flowed to the ending. Can't wait for next episode. Wish they would have put all episodes out, then I could have binged it all."
10,Love that they moved this story out of NY. (How many heroes does one city need). Oscar Isaac is amazing as usual! Special affects are clean and the suit is "chef's kiss"
10,"Awesome first episode, cannot wait to see where Oscar Isaac goes with this. Pacing is good, cinematography is on point. A nice departure from usual Marvel Disney stuff."
10,"I have been really excited for Moon Knight to finally come out and it definitely lived up to the hype. I didn't know anything about the comics but I would watch all the YouTube podcasts about it to try and figure out what to expect. I am definitely a Moon Knight fan now! I love the mental health dynamic and Oscar Isaac is absolutely amazing in the show, such an amazing casting job once again by Kevin Feige and Marvel. Ethan Hawke is such an amazing addition to the Marvel family as well. I can't wait for episode 2!!! Everyone else are just bitter haters that can't find joy in anything."
9,What an amazing episode filled with possibilities. I can't wait to see what they will do with Marc Spector! Highly recommend this title. The Cupcake truck scene alone!
10,"I like the way they changed Steven grant from the comics. The cgi at times is bad and I can only hope for them to include Jake lockley, but I doubt it."
10,"Absolute blast. Excellent and intriguing performances by Oscar Isaac and Ethan Hawke, very fun and well-crafted action, can't wait to see where they go from here.

(also the Armenian genocide is real, cry harder psychos)"
8,"Great acting, writing, direction, cinematography, action, music , post production, etc. It's big budget quality feeing throughout. Also, feels more elevated in storytelling from your typical cut and paste Marvell production. Just the 1st ep but if they keep this up, it should be really good. Now someone please save the Star Wars franchise! (Ughhh Boba Fett should have been completely scrapped. So sad.)"
1,"We got it in the first 5 minute, no need for 45 minute of nothing to present the character.

This feel like an other Cloak & Dagger. You wanna know more, but there nothing more."
10,"Yes, it's not perfect, yes it is another marvel show, but yes it's exciting and fun. It's entertaining and its done well, the music is great, and the acting is fantastic. It's early on, but the first episode really was so good. I think we forget what things like this are, entertainment. If it's good at that I'm fine with it."
10,"I was really scared when Disney bought Marvel, even more so when Stan Passed. I thought they would be softening/toning down the mcu for their family freindly streaming services. They did NOT! This is dark, as it should be. Over the course of the new shows I feel like they are doing Marvel and Stan proud. Can't wait to see the next episodes."
10,"I loved it. It is so much different than any hero movie or series. Very captivating it's pace is very good. I am hooked now waiting for what's next.

I hope it pictures Egyptian history close to reality."
10,"I enjoyed the show from the beginning till the end. Great scenes, great casting. Recommend watching it! 10/10 !

Interesting story! Oscar Isaac play is amazing!"
10,Its amizing.so good and its good that we will see the realy egypt in it and how great it is has a good story i hope its contnue in that gratnes and muhamed deab did a good jop.
10,"Can't wait for the next episode this show is great and Easter eggs are all over with free comics via QR codes in the show, stop review bombing this show for the dumbest reasons get a life and stop messing up the experience for everyone els just shut it and move along."
9,Extremely captivating and entertaining. Highly recommend you watch this fabulous piece of entertainment. Thank you for listening to my opinion. Cheers.
10,"After the first episode you already know this is going go be a wild show. The first episode already foreshadows how dark, sinister and wild this series is going to be. All the episodes after this are going to shock us. Great pacing and great acting so far. Can't get much worse than this."
10,"I loved this, but I really wanted to balance out the Review Bombs. Marvel has gotten this to a good start. I hope they wind up using all of the mental health issues that come out as the character has grown in the comics."
10,I personally think that this show's pilot episode does a great job delineating from the traditional MCU shows and highlights the more grounded and gritty aspects of the weird side of the MCU. Looking forward to where they take it from here!
10,"This is probably the most strongest introduction in mcu tv show, the build up of marc and steven characters is really engaging and interesting, and that ending was phenomenal."
9,"For a show about a jewish superhero with mental health issues i did not expect it to be my cuppa tea. But let me tell you its dark, its gritty and the mysteries keep you guessing. Sort of reminds me of Daredevil season 1 on netflix crossed with Wandavision. Cant wait for the rest of this series. Oscar is portraying this hero super well. I suggest this as a must watch for any marvel or superhero fans out there."
2,"Overacting of Oscar Isaac made this series pretty bad.

I was excited and waited for a long time to watch this show but I am very disappointed in the cheesy story and also how Oscar Isaac acted. As a Disney plus fan they keep lowering the bar with almost new release but this one is a total fiasco."
10,"It's amazing how one line From a TV show cam throw a group of people into a frenzy. Moon Knight's first episode was a fun, exciting, and interesting bit of TV. The action was fast paced, dialogue was well written and I throughly enjoyed. I know what I am getting when I watch a DC or Marvel project. It's just fun.... I was born in the sixties. Original Batman and Robin, Superfriends on Saturday morning, Christopher Reeves in Superman. I grew up reading all these comics. I love all the shows and movies cause it takes me back to laying around reading these heroes.

I am mystified that a mention of an historical event has caused so much backlash. You cannot sweep those things under and bury your heads. IMHO concentrate on real world problems and not on a tv show that accurately ""mentions"" in passing something that happened over 100 years ago. Plus the German people did not come out and criticize the show for mention Hitler."
10,"Great start to what I hope will be a great series. I'm not familiar with the comic's version of Moon Knight, but I have learned a bit in anticipation of this show coming out. Over all, I loved the show and can't wait to see where it goes."
10,Enjoyed from start to end. I hope the energy continues. Some accurate historic facts too that not too many movies have courage to do so.......love Oscar Isaac.
10,"This is my first review on IMDB but I just had to share how great this show is so far! The writing is well executed and the visuals are stunning! As a super hero fan in general but knowing nothing about Moon Knight before starting this, I was hooked immediately. The way they introduce the character to you is unlike any other I've seen. If you enjoy the super hero genre this is a must check out!"
10,"Oscar Issac does a great British accent, I'm English so I am good judge of that and not dumbasses who think we all talk like cockneys. Great story and effect, people with stupid motives are giving this movie bad reviews on here, like grow up people."
10,Very good for 1st episode. Hope to be a more seasons. Like it how give you a glimpse of the Egyptian mythology. Good actor let's see how evolve. This should be a short review but I have to fill it out with at least 150 character. So I like it.
10,"I enjoyed the first episode. I think it has real potential. Oscar Isaacs is always enjoyable to watch in my opinion. Plus, Ethan Hawke? That's a solid cast, baby. But really I'm giving it 10/10 because of all the clowns giving it 1 star, not because of the actual content of the show, but because they are in denial about something that so clearly happened and they want the world to pretend to be just as delusional as they are."
10,"Moon knights debut is finally out and being a huge fan of moon knight they really nailed it. Oscar Issac is incredible, and the mysterious plot that leaves viewers confused as the story will be told on and completed as the show goes on is a great way to plan a show. Overall I can't wait for the next 5 episodes and see where he will end up in the MCU."
9,"With a first episode that efficiently fills the audience in on key characters and their personalities as well as sets up a unique storytelling style hits home to set up the confusion that the protagonist of Steven lives in day to day. Similarly to audience, he has no idea what's happening and must navigate through confusing scenarios to begin to find the answers. I for one have been reading Moon Knight comics for around 3 1/2 years now. This show reinvents the character and powers in a very interesting way and I am excited to see it unfold. I look forward to more expert storytelling from future episodes hope Moon Knight is here to stay."
10,"A great movie, very impressive, based on true stories, remarkable . Me and my family watched with pleasure .

Can't wait to watch it again ! I recommend to watch it everyone! ??"
9,"As a Marvel fan, obviously I was excited for this series from the very start.. At first the story may seem a little confusing but once you get a good hold of it, you'll see the unique story of Moon Knight. Loved the first episode. Starting and the ending of the episode was really good."
10,"Even though it's the first episode, it's pretty good. I'm looking forward to the other parts. One of Marvel's best shows. Especially Oscar Isaac is great at acting."
10,"This is what i wanted from moon knight series, it's unexpected and the duality between marc and steven is interesting. And what a powerful scene that ending was."
10,Amazing movie really enjoyed it! Highly recommend everyone to watch this! Disney thank you for making truly great movies! May this continue! Fantastic!
10,"Great movie, loved every bit of it. Marvel is not usually my favourite but this one was epic so happy they mad this movie.

Great work and continue your great work ???????? Thank you Disney this was the best you have ever made."
8,"If Marvel has more of this in store then phase 4 is going to be fantastic.

Performances were note worthy, the story line was well layed out so easy to follow and the dialog had realism.

With such a great first outing for this new character I am interested to see the following episodes direction."
10,Excited to see the rest! A very good job on portraying a unique and complex character. Oscar Isaac is obviously incredible. The archaeological background is also very interesting and provides a nice backdrop to the story.
10,"I wasn't too sure about this show at first I watched the trailer and I didn't know the characters or the actors too well , so I wasn't too excited to watch it. When I finally did check it out I absolutely loved it Oscar Isaac is great. I like how the story is pretty original it isn't just the same old superhero movie Its something else. It has only been one episode so I guess we will see if the show keeps me interested."
10,"First episode was very good. Great production and story line. I'm really looking forward to this series, moon Knight looks more promising than some of the other Marvel series (ex the disappointing Falcon -Winter Soldier) Moon Knight is well done !!"
10,Hook of the opening episode was good enough to keep invested in something I knew nothing about. Waiting for more. Great acting and direction. Oscar Isaac plays a great lead.
10,"Good acting and action, didn't know much about the caracter but loving it si far. Waiting for the second episode. My wife is not a fan of super hereo movies or tv and she loved it."
10,"This being it's first episode it begins with that perfect tone of the lead being thrown into a number of harrowing situations that he has no idea why or what is happening ?????? It's a classic fish out of water scenario that really drives this first episode!

I really loved it and cannot wait for the second episode!"
9,"So sad to see so many people with their heads up their proverbial and getting so upset about one line because they deny a moment of history the world knows it's true but they are too embarrassed to believe. Coming onto this site to downgrade is just pathetic. I enjoyed to first episode. I think it's going to get really intresting. If the turks don't like it, who cares. LOL."
1,"Not that great honestly......who cares about this character? Marvel is losing it...they peaked at Endgame All their shows and movies are for kids anyways

Can the real Batman please stand up...."
9,"Its a very good start, first episode is so interesting and drive you into soo many randomness and thrilling story.

I love it and i have high expectations for it."
10,I remember very little of the comic from when I was a kid but Oscar Isaac does an awesome performance. Just the story and the acting is worth watching .
10,Great foundation to start the series. I was stoked for this to come out and Im not disappointed. I have a feeling people will come to love this hero as they did Shang Chi. Looking forward to the next 5.
9,"In the first episode, we see almost everything we should expect in the show, Someone who's mind is shattered into two people, a more serious, multiple people get killed off screen and we see blood all over Isaac's hand, and we know just as much about what's going on as Steven Grant (Oscar Issac) does.

I am looking forward to the rest of the show."
10,If you hate the MCU's commodified and referential narrative and plot writing style then you need to watch Moon Knight. This show is almost a complete antithesis to marvel movie's need to reference continuity and iconic characters. This is a tale of a mentally ill man struggling to become an ultimate hero against all odds.
9,"Went into watching this with differing opinions of what to expect, would it be standard marvel fare or something new, in those terms they've knocked the ball outta of the park it's Marvel But Different, Issac's take on the characters accent not included is brilliant as is Hawkes baddie especially the opening 30secs, they've managed to do the transitions to the different personas neatly without making it confusing, I only hope that the rest of the season can keep this up."
10,Was worried about the English accent from Isaac but he pulls it off and sets up an intruiging beginning to what promises to be another hit Marvel. Ethan Hawke is an underated and under used actor so looking forward to seeing him play the 'bad guy'
10,It's only 1 episode and already time can't move fast enough to see the next. There an no shows that have the same type of production like Disney puts on.
10,"I loved the opening episode of this new Marvel limited series, its amazing! Not at all what I was expecting and very pleasantly surprised! Oscar Issac is great in this role, although I do have some difficulty understanding his accent, and Ethan Hawke is a brilliant addition to this cast of characters. I don't know the backstory on any of these characters but I don't think you have to in order to enjoy it. I can't wait for episode two, based on episode one I would highly recommend!"
10,"Great first episode. Gonna be a great season, already know I will be wanting more when the season ends. Do not know much about this hero/anti-hero yet but it is definitely building into something much bigger. Introducing some news elements into the Marvel franchise, not to give it away, but ""a higher power"" possibly? We will see."
